,state,area_code,international_plan,voice_mail_plan,churn
7990,ID,415.0,no,yes,no
7991,MO,415.0,yes,no,no
7992,AL,415.0,no,yes,no
7993,OR,408.0,no,no,no
7994,VT,408.0,no,no,yes
7995,AZ,415.0,no,yes,no
7996,VA,408.0,no,yes,no
7997,PA,408.0,no,yes,no
7998,CO,415.0,no,no,no
7999,KY,415.0,no,no,no
8000,NJ,510.0,no,no,no
8001,IL,408.0,no,no,no
8002,WA,415.0,no,no,yes
8003,WV,415.0,no,no,no
8004,RI,415.0,no,no,no
8005,OH,415.0,no,no,no
8006,MO,415.0,no,no,no
8007,MD,510.0,no,no,no
8008,OH,415.0,no,yes,no
8009,VA,408.0,no,yes,no
8010,FL,408.0,no,no,no
8011,CO,415.0,no,yes,no
8012,NY,510.0,no,no,no
8013,WV,415.0,no,no,no
8014,LA,510.0,no,no,no
8015,MA,415.0,no,yes,no
8016,UT,510.0,no,no,no
8017,AL,408.0,no,no,no
8018,ME,415.0,no,no,no
8019,TX,408.0,no,no,yes
8020,ND,415.0,no,yes,no
8021,CO,415.0,no,no,no
8022,LA,415.0,no,yes,no
8023,MT,510.0,no,yes,yes
8024,OR,415.0,no,no,no
8025,NH,415.0,no,yes,no
8026,NE,510.0,no,yes,no
8027,WV,415.0,no,yes,no
8028,NV,415.0,no,no,no
8029,MA,415.0,no,yes,no
8030,MI,415.0,no,no,no
8031,KY,415.0,yes,no,no
8032,WV,510.0,no,no,no
8033,KY,510.0,no,no,no
8034,NJ,415.0,no,yes,no
8035,ME,415.0,no,no,yes
8036,TX,415.0,no,no,no
8037,MN,408.0,no,no,no
8038,VA,510.0,no,yes,no
8039,DC,415.0,no,no,no
8040,MD,415.0,no,no,no
8041,RI,408.0,no,no,no
8042,MA,408.0,no,no,no
8043,MD,408.0,no,no,no
8044,NM,408.0,no,no,no
8045,MN,415.0,no,no,yes
8046,MI,510.0,no,no,no
8047,AZ,415.0,no,no,no
8048,AL,408.0,no,no,no
8049,MI,415.0,no,no,no
8050,SC,415.0,no,no,yes
8051,MS,415.0,no,no,no
8052,MS,415.0,no,no,no
8053,CA,415.0,no,no,no
8054,MD,415.0,no,no,no
8055,ND,408.0,no,no,no
8056,IL,510.0,no,no,no
8057,SD,510.0,no,no,no
8058,AL,510.0,no,no,no
8059,NV,510.0,no,yes,no
8060,LA,415.0,no,no,no
8061,VA,408.0,no,no,no
8062,DE,415.0,no,yes,no
8063,CT,408.0,no,yes,no
8064,CO,408.0,no,no,yes
8065,MA,408.0,no,yes,no
8066,OR,510.0,no,no,no
8067,WA,415.0,no,no,no
8068,SC,415.0,no,yes,no
8069,IN,415.0,no,yes,no
8070,MD,510.0,no,no,yes
8071,NV,408.0,no,yes,no
8072,TX,415.0,no,no,yes
8073,ND,408.0,no,yes,no
8074,WV,510.0,no,no,no
8075,CO,510.0,no,yes,no
8076,TX,415.0,no,no,no
8077,FL,408.0,no,yes,no
8078,AL,408.0,no,no,no
8079,WV,510.0,no,no,yes
8080,MI,415.0,no,no,no
8081,NY,415.0,no,no,no
8082,MS,510.0,no,no,no
8083,MO,510.0,no,no,no
8084,AR,415.0,no,no,no
8085,MS,415.0,yes,no,no
8086,NY,510.0,yes,no,no
8087,SD,408.0,no,no,no
8088,AK,415.0,no,yes,no
8089,WV,510.0,no,yes,no
8090,SC,510.0,no,no,no
8091,VA,408.0,no,no,no
8092,MS,415.0,no,no,no
8093,SD,510.0,no,no,yes
8094,MN,415.0,no,no,no
8095,AL,415.0,no,yes,no
8096,CO,415.0,no,yes,no
8097,ME,415.0,no,no,no
8098,GA,415.0,no,no,no
8099,AZ,408.0,no,no,no
8100,MA,415.0,no,no,no
8101,AZ,415.0,no,yes,no
8102,IN,415.0,no,yes,no
8103,DE,415.0,no,no,no
8104,WI,510.0,no,yes,no
8105,ME,415.0,no,no,no
8106,DC,408.0,no,yes,no
8107,GA,408.0,no,no,no
8108,HI,408.0,no,yes,no
8109,VA,415.0,yes,no,no
8110,NY,408.0,no,yes,no
8111,PA,510.0,no,yes,no
8112,AR,415.0,no,no,yes
8113,HI,415.0,no,no,yes
8114,DE,408.0,no,no,no
8115,WV,408.0,no,no,no
8116,OK,408.0,no,no,no
8117,OR,415.0,no,no,no
8118,ND,408.0,no,yes,no
8119,MO,408.0,no,no,no
8120,AR,415.0,no,yes,no
8121,GA,408.0,no,no,no
8122,TN,415.0,no,no,no
8123,MA,408.0,no,yes,no
8124,ND,408.0,no,yes,no
8125,IA,510.0,no,no,yes
8126,NJ,415.0,no,no,no
8127,MT,415.0,no,no,yes
8128,AL,415.0,no,no,no
8129,NY,510.0,no,yes,no
8130,PA,510.0,no,yes,no
8131,VT,510.0,no,no,no
8132,NC,415.0,no,no,yes
8133,CT,415.0,no,no,no
8134,MO,415.0,no,no,no
8135,WV,510.0,no,no,no
8136,NJ,408.0,no,yes,no
8137,AK,510.0,no,no,no
8138,LA,408.0,no,no,no
8139,AL,415.0,no,no,no
8140,IN,408.0,no,no,no
8141,MA,415.0,no,yes,no
8142,DE,510.0,no,no,no
8143,SC,415.0,no,no,no
8144,NH,408.0,no,no,yes
8145,LA,415.0,no,no,no
8146,MS,510.0,no,no,no
8147,NM,415.0,no,no,no
8148,WA,415.0,yes,no,yes
8149,SC,510.0,no,no,no
8150,MT,415.0,no,yes,no
8151,ME,408.0,no,no,yes
8152,NM,415.0,no,no,no
8153,AZ,415.0,no,no,no
8154,CT,415.0,no,yes,no
8155,IL,408.0,no,no,no
8156,IN,408.0,no,no,no
8157,AR,415.0,yes,no,yes
8158,RI,415.0,no,no,no
8159,ND,415.0,no,no,no
8160,NH,408.0,no,no,no
8161,NV,510.0,no,no,no
8162,UT,415.0,no,no,no
8163,NC,510.0,no,yes,no
8164,MI,415.0,no,no,no
8165,WI,408.0,no,yes,no
8166,AR,415.0,no,no,yes
8167,NH,510.0,no,no,no
8168,TX,415.0,no,no,yes
8169,ID,415.0,no,no,yes
8170,CT,415.0,no,no,no
8171,NH,408.0,no,no,no
8172,WY,510.0,no,no,no
8173,OR,415.0,no,no,no
8174,SC,408.0,no,yes,no
8175,MD,510.0,no,yes,no
8176,NY,415.0,no,no,no
8177,NM,408.0,no,yes,no
8178,LA,415.0,no,no,no
8179,UT,408.0,no,no,no
8180,AL,408.0,yes,no,no
8181,DE,408.0,no,no,no
8182,WV,415.0,no,no,no
8183,KY,510.0,no,no,no
8184,NC,415.0,no,no,no
8185,WV,415.0,no,no,no
8186,AZ,415.0,no,no,no
8187,WV,408.0,no,yes,no
8188,ND,415.0,yes,no,no
8189,WA,510.0,yes,no,yes
8190,ID,415.0,no,no,yes
8191,CT,415.0,no,no,yes
8192,OK,510.0,no,yes,no
8193,IA,415.0,no,no,no
8194,NE,415.0,no,yes,no
8195,ID,510.0,no,yes,no
8196,OR,510.0,no,no,no
8197,SD,415.0,no,no,no
8198,DE,415.0,no,yes,no
8199,WA,510.0,no,no,no
8200,CT,510.0,yes,no,no
8201,MN,408.0,no,yes,no
8202,WA,510.0,no,no,no
8203,PA,510.0,no,yes,no
8204,ID,408.0,no,no,no
8205,MS,408.0,no,no,yes
8206,WA,510.0,no,no,no
8207,DC,408.0,no,yes,no
8208,KY,415.0,no,no,no
8209,OH,415.0,yes,yes,yes
8210,TN,510.0,yes,no,no
8211,ID,415.0,no,no,no
8212,WV,510.0,no,yes,no
8213,WI,415.0,no,no,no
8214,OK,510.0,yes,no,no
8215,WV,510.0,no,yes,no
8216,SD,510.0,no,yes,no
8217,KS,510.0,no,yes,no
8218,NC,415.0,no,yes,no
8219,NY,415.0,no,yes,no
8220,WI,408.0,no,yes,no
8221,SC,408.0,no,no,no
8222,UT,415.0,yes,yes,no
8223,NC,408.0,no,no,no
8225,AR,408.0,no,no,no
8226,ME,510.0,no,no,yes
8227,NY,415.0,no,no,no
8228,OR,510.0,no,no,no
8229,IL,415.0,no,no,no
8230,MA,408.0,no,no,no
8231,CT,510.0,no,yes,no
8232,WI,510.0,no,no,no
8233,OK,415.0,no,no,no
8234,DE,510.0,no,yes,no
8235,AZ,408.0,no,yes,no
8236,AK,408.0,no,yes,no
8237,MI,415.0,yes,no,no
8238,WA,510.0,no,no,yes
8239,SD,415.0,no,yes,no
8240,SD,408.0,no,no,no
8241,AK,415.0,yes,no,yes
8242,MA,415.0,no,yes,no
8243,AR,415.0,yes,no,yes
8244,KS,415.0,no,no,no
8245,OR,415.0,no,no,no
8246,NC,408.0,yes,yes,yes
8247,OK,510.0,no,no,yes
8248,NJ,415.0,no,no,no
8249,OH,415.0,no,no,no
8250,NM,415.0,no,no,no
8251,OH,408.0,no,no,no
8252,MI,510.0,no,no,no
8253,KS,415.0,no,yes,no
8254,IL,415.0,no,yes,no
8255,RI,510.0,yes,no,yes
8256,AR,408.0,no,no,no
8257,NY,415.0,no,no,no
8258,WY,408.0,no,no,no
8259,NC,510.0,no,no,no
8260,OR,415.0,no,no,no
8261,VT,415.0,no,no,no
8262,SD,408.0,no,no,no
8263,DC,510.0,no,no,no
8264,RI,415.0,no,yes,no
8265,ID,415.0,no,no,yes
8266,OK,510.0,no,yes,no
8267,MN,415.0,no,no,no
8268,WA,415.0,no,no,yes
8269,WV,510.0,yes,no,no
8270,NH,415.0,no,no,no
8271,WI,415.0,no,no,no
8272,MD,510.0,no,no,yes
8273,IN,408.0,no,no,no
8274,IN,408.0,no,no,no
8275,NY,510.0,no,yes,no
8276,OR,510.0,no,yes,no
8277,OK,415.0,no,no,no
8278,WI,415.0,no,no,no
8279,NJ,415.0,no,yes,no
8280,AR,408.0,no,no,yes
8281,UT,408.0,no,no,no
8282,DC,415.0,no,yes,no
8283,AK,510.0,no,no,no
8284,AZ,415.0,no,yes,no
8285,KS,415.0,no,no,no
8286,OH,415.0,no,yes,no
8287,KS,415.0,no,yes,yes
8288,SC,415.0,no,no,no
8289,TN,408.0,no,no,no
8290,CA,510.0,no,no,no
8291,MI,510.0,yes,yes,yes
8292,IN,408.0,no,no,no
8293,RI,408.0,no,no,no
8294,MO,408.0,no,no,no
8295,TN,415.0,no,no,no
8296,CT,510.0,no,no,no
8297,ME,408.0,no,yes,no
8298,MD,510.0,no,no,no
8299,NC,408.0,no,no,no
8300,SC,415.0,no,yes,no
8301,CA,415.0,no,no,yes
8302,LA,510.0,yes,no,no
8303,WI,415.0,no,yes,no
8304,IL,510.0,yes,no,yes
8305,IN,415.0,no,yes,no
8306,AL,408.0,no,yes,no
8307,OK,408.0,no,no,no
8308,IA,415.0,no,no,no
8309,VT,408.0,yes,no,no
8310,NY,415.0,no,no,no
8311,LA,415.0,no,no,no
8312,SC,408.0,no,no,no
8313,ID,408.0,no,no,no
8314,MO,415.0,no,no,no
8315,ME,415.0,no,yes,no
8316,MS,510.0,no,yes,no
8317,SD,415.0,yes,no,no
8318,OK,415.0,no,no,no
8319,WY,415.0,no,no,no
8320,GA,510.0,yes,no,yes
8321,VT,415.0,no,no,no
8322,MD,408.0,no,no,yes
8323,IN,415.0,no,no,yes
8324,WV,415.0,no,no,no
8325,OH,408.0,no,no,no
8326,OH,415.0,no,no,no
8327,SC,415.0,no,no,no
8328,AZ,415.0,no,yes,no
8329,WV,415.0,no,no,no
8330,RI,510.0,no,no,no
8331,CT,510.0,yes,no,no
8332,TN,415.0,no,yes,no
8333,KS,415.0,no,yes,no
8334,OH,415.0,no,yes,no
8335,NJ,415.0,no,no,no
8336,OH,408.0,yes,no,no
8337,OK,415.0,yes,no,no
8338,AL,510.0,yes,no,no
8339,MA,510.0,no,yes,no
8340,MO,415.0,yes,no,no
8341,LA,408.0,no,no,no
8342,WV,415.0,yes,yes,no
8343,IN,415.0,no,no,yes
8344,RI,415.0,no,no,no
8345,IA,408.0,no,no,no
8346,MT,510.0,no,no,no
8347,IA,415.0,no,no,no
8348,NY,415.0,no,no,yes
8349,ID,408.0,no,yes,no
8350,VT,510.0,no,no,no
8351,VA,510.0,no,yes,no
8352,TX,415.0,no,no,no
8353,FL,415.0,no,no,no
8354,CO,408.0,no,no,yes
8355,AZ,415.0,no,no,no
8356,SC,415.0,no,no,no
8357,VA,510.0,no,no,no
8358,NE,415.0,no,no,no
8359,WY,408.0,no,yes,no
8360,MT,408.0,no,no,no
8361,MO,415.0,no,no,no
8362,HI,510.0,no,no,no
8363,IL,415.0,no,no,no
8364,NH,510.0,no,no,no
8365,LA,408.0,no,no,no
8366,AZ,408.0,no,no,yes
8367,OK,408.0,no,yes,no
8368,GA,415.0,no,yes,no
8369,AK,408.0,no,yes,no
8370,MA,415.0,no,no,no
8371,AK,415.0,yes,yes,no
8372,NJ,408.0,no,no,no
8373,GA,408.0,no,no,no
8374,MD,408.0,yes,yes,yes
8375,AR,510.0,no,no,no
8376,ID,415.0,no,no,no
8377,WI,510.0,no,no,no
8378,OR,408.0,no,yes,no
8379,MI,415.0,no,no,no
8380,DE,408.0,no,no,no
8381,ID,415.0,no,no,yes
8382,WY,415.0,no,yes,no
8383,IA,408.0,no,no,no
8384,IN,408.0,no,no,no
8385,VA,408.0,no,no,no
8386,UT,415.0,no,no,no
8387,WY,415.0,no,no,yes
8388,IN,408.0,no,no,no
8389,CO,415.0,no,no,no
8390,CO,408.0,no,yes,yes
8391,WI,415.0,no,no,no
8392,OK,408.0,no,no,no
8393,ID,408.0,no,no,no
8394,CA,415.0,no,yes,no
8395,MN,510.0,no,yes,no
8396,SD,408.0,no,yes,no
8397,NC,408.0,no,no,no
8398,WA,415.0,no,yes,no
8399,WY,415.0,yes,no,no
8400,MN,408.0,yes,no,no
8401,UT,408.0,no,no,no
8402,TX,510.0,no,no,yes
8403,NJ,408.0,no,no,no
8404,MN,510.0,no,yes,no
8405,NM,510.0,no,no,no
8406,NV,415.0,no,no,no
8407,HI,415.0,no,no,no
8408,MN,415.0,no,no,no
8409,DC,415.0,no,no,yes
8410,NY,408.0,no,no,yes
8411,MN,415.0,no,no,no
8412,MD,408.0,no,no,no
8413,WV,415.0,no,no,no
8414,OR,415.0,yes,no,no
8415,CO,408.0,no,yes,no
8416,GA,415.0,no,yes,no
8417,TX,510.0,no,no,yes
8418,VT,510.0,no,yes,no
8419,IN,408.0,no,no,yes
8420,WV,510.0,no,no,no
8421,KY,415.0,no,yes,no
8422,NJ,415.0,no,no,yes
8423,DC,510.0,no,no,no
8424,LA,415.0,no,no,yes
8425,AR,415.0,no,no,no
8426,ME,415.0,no,no,no
8427,AZ,415.0,no,no,no
8428,AK,408.0,no,no,no
8429,MT,415.0,no,no,no
8430,AZ,415.0,no,no,no
8431,MS,408.0,no,no,yes
8432,ID,415.0,no,no,yes
8433,IA,510.0,no,yes,no
8434,MA,415.0,no,no,no
8435,VT,415.0,no,no,no
8436,KY,408.0,no,no,no
8437,IN,408.0,no,no,no
8438,AZ,408.0,no,no,no
8439,MI,510.0,no,yes,no
8440,NM,510.0,no,yes,no
8441,CO,415.0,no,yes,no
8442,UT,408.0,no,no,no
8443,MI,408.0,no,no,no
8444,MA,415.0,no,no,no
8445,AL,408.0,no,no,no
8446,DE,408.0,no,no,no
8447,AZ,415.0,no,no,no
8448,ME,510.0,yes,yes,yes
8449,NJ,510.0,no,no,no
8450,NV,415.0,no,no,yes
8451,MO,510.0,no,yes,no
8452,ID,408.0,no,no,no
8453,NE,408.0,no,no,no
8454,TX,408.0,no,yes,no
8455,MD,510.0,no,no,no
8456,MS,415.0,no,no,no
8457,NV,510.0,no,no,no
8458,AZ,408.0,no,no,no
8459,MS,415.0,no,no,yes
8460,MS,510.0,no,yes,yes
8461,TX,408.0,no,no,no
8462,NE,408.0,no,yes,no
8463,NE,415.0,no,no,no
8464,CA,408.0,no,no,no
8465,NJ,415.0,no,no,no
8466,TX,408.0,no,no,no
8467,AR,408.0,no,no,no
8468,AL,510.0,yes,no,no
8469,NY,415.0,no,yes,no
8470,FL,510.0,no,no,no
8471,AK,510.0,no,yes,no
8472,NV,415.0,no,yes,no
8473,DE,510.0,no,no,no
8474,MD,415.0,no,yes,no
8475,MI,415.0,no,yes,no
8476,VT,510.0,no,no,no
8477,VT,408.0,yes,no,yes
8478,MI,415.0,no,no,no
8479,WA,408.0,no,no,no
8480,UT,408.0,yes,no,no
8481,LA,408.0,no,no,no
8482,RI,408.0,no,yes,no
8483,IA,408.0,no,no,no
8484,NE,415.0,no,no,no
8485,OH,408.0,no,no,no
8486,RI,415.0,no,no,no
8487,OK,415.0,no,no,no
8488,LA,408.0,no,no,no
8489,OH,415.0,no,no,yes
8490,VA,510.0,no,yes,no
8491,MO,510.0,no,no,no
8492,FL,510.0,no,yes,no
8493,SC,415.0,no,no,no
8494,VA,415.0,no,no,no
8495,IA,510.0,no,yes,no
8496,MI,415.0,no,no,no
8497,OK,415.0,no,no,no
8498,DE,415.0,no,yes,no
8499,GA,510.0,no,yes,no
8500,DC,415.0,no,no,no
8501,AZ,408.0,no,yes,no
8502,AL,510.0,no,no,no
8503,CO,408.0,no,no,no
8504,NH,408.0,no,yes,no
8505,NM,415.0,no,no,no
8506,OR,415.0,no,no,no
8507,LA,408.0,no,no,no
8508,NE,415.0,no,no,no
8509,MN,415.0,no,no,no
8510,MI,415.0,no,no,no
8511,AR,408.0,no,no,no
8512,KS,408.0,no,no,no
8513,WV,510.0,yes,yes,no
8514,AK,415.0,no,no,yes
8515,NY,408.0,no,yes,no
8516,NH,408.0,no,no,no
8517,VA,510.0,yes,no,no
8518,NM,415.0,no,no,no
8519,NY,408.0,no,no,no
8520,AZ,415.0,no,no,no
8521,WY,510.0,no,no,no
8522,WA,408.0,no,no,no
8523,CO,415.0,no,no,no
8524,TX,415.0,no,no,no
8525,KY,408.0,no,no,no
8526,MT,415.0,no,no,no
8527,OK,408.0,no,yes,no
8528,MD,415.0,no,yes,no
8529,TN,415.0,no,no,no
8530,TX,510.0,no,no,yes
8531,ME,510.0,yes,yes,yes
8532,DC,408.0,no,no,no
8533,MN,415.0,no,yes,no
8534,DE,408.0,no,no,no
8535,MD,415.0,no,no,no
8536,MI,510.0,no,no,no
8537,WA,415.0,no,no,no
8538,MO,415.0,no,yes,no
8539,IN,415.0,no,no,no
8540,OR,415.0,no,no,no
8541,MD,510.0,no,no,no
8542,RI,510.0,no,no,no
8543,LA,415.0,no,no,no
8544,AZ,510.0,yes,no,no
8545,PA,415.0,no,yes,no
8546,AZ,408.0,no,yes,no
8547,FL,510.0,yes,no,yes
8548,LA,415.0,no,no,no
8549,FL,415.0,no,no,no
8550,FL,415.0,no,no,no
8551,MD,415.0,no,no,yes
8552,AL,415.0,no,no,no
8553,WA,415.0,no,no,no
8554,TN,408.0,no,yes,no
8555,MS,415.0,no,no,no
8556,ME,408.0,no,no,no
8557,OK,408.0,no,no,no
8558,IN,415.0,no,no,no
8559,MO,415.0,no,no,no
8560,IA,408.0,no,yes,no
8561,VA,415.0,no,yes,no
8562,KY,415.0,no,yes,no
8563,MD,408.0,yes,no,yes
8564,OH,415.0,yes,yes,no
8565,OK,415.0,no,no,no
8566,NV,415.0,no,no,no
8567,ID,415.0,yes,no,no
8568,MN,510.0,no,no,yes
8569,SD,408.0,no,yes,no
8570,IL,408.0,no,no,no
8571,WY,510.0,no,no,no
8572,AL,415.0,no,no,no
8573,NJ,510.0,no,no,no
8574,NV,415.0,yes,no,yes
8575,IN,415.0,no,no,no
8576,WV,408.0,no,no,no
8577,VA,408.0,no,no,yes
8578,SC,408.0,no,no,no
8579,RI,415.0,no,yes,no
8580,IN,510.0,no,no,no
8581,AZ,408.0,no,no,no
8582,NM,510.0,no,yes,no
8583,OR,415.0,no,yes,yes
8584,NJ,415.0,no,no,no
8585,MS,408.0,no,no,no
8586,MI,510.0,no,yes,no
8587,TX,415.0,yes,no,no
8588,FL,408.0,no,yes,no
8589,DC,510.0,no,no,no
8590,TX,415.0,no,no,no
8591,KS,408.0,yes,no,yes
8592,UT,510.0,no,no,no
8593,MN,510.0,no,yes,no
8594,IL,408.0,no,no,no
8595,NM,415.0,no,no,no
8596,SC,510.0,no,no,no
8597,NC,408.0,no,no,no
8598,WV,510.0,no,yes,no
8599,RI,510.0,no,yes,no
8600,NH,408.0,no,no,no
8601,MO,510.0,no,yes,no
8602,MA,408.0,yes,no,no
8603,PA,415.0,no,no,no
8604,OK,415.0,no,no,no
8605,AL,415.0,no,yes,no
8606,WY,415.0,no,no,no
8607,PA,408.0,no,yes,no
8608,WA,415.0,no,no,no
8609,HI,510.0,yes,no,no
8610,SD,408.0,no,yes,yes
8611,AL,415.0,no,yes,no
8612,VT,510.0,yes,no,no
8613,MT,415.0,no,no,no
8614,MN,415.0,no,no,no
8615,AK,415.0,no,yes,no
8616,MI,415.0,no,yes,no
8617,DE,415.0,no,no,no
8618,SD,408.0,no,yes,no
8619,MI,510.0,no,no,no
8620,KS,408.0,no,no,no
8621,AL,510.0,no,no,no
8622,OK,510.0,no,no,yes
8623,CT,415.0,no,yes,no
8624,NE,510.0,no,no,no
8625,WI,510.0,no,no,no
8626,CT,415.0,no,yes,yes
8627,WI,510.0,no,yes,no
8628,IN,510.0,no,no,no
8629,DC,415.0,no,no,no
8630,AR,415.0,no,no,no
8631,ME,415.0,no,no,no
8632,MN,415.0,no,no,no
8633,MD,415.0,no,no,no
8634,FL,415.0,no,no,yes
8635,RI,408.0,no,no,yes
8636,IA,415.0,no,no,no
8637,AZ,510.0,no,no,no
8638,MO,415.0,no,no,no
8639,VT,415.0,no,no,yes
8640,IN,408.0,no,no,yes
8641,RI,510.0,no,no,no
8642,SD,415.0,no,no,no
8643,MN,415.0,no,no,yes
8644,TX,415.0,no,yes,no
8645,VA,510.0,no,no,no
8646,MA,408.0,no,no,no
8647,ID,408.0,no,no,no
8648,MA,408.0,no,no,no
8649,GA,415.0,no,yes,no
8650,RI,415.0,no,yes,no
8651,ID,510.0,no,yes,no
8652,SD,510.0,yes,yes,yes
8653,MA,510.0,no,no,no
8654,WY,415.0,no,yes,no
8655,VA,408.0,no,no,no
8656,OR,415.0,no,no,no
8657,VA,408.0,no,no,no
8658,ME,510.0,no,yes,no
8659,AL,408.0,no,yes,no
8660,GA,408.0,no,yes,no
8661,IA,510.0,no,no,no
8662,AZ,510.0,no,no,no
8663,FL,510.0,no,no,no
8664,MT,415.0,no,no,yes
8665,AL,415.0,no,no,yes
8666,DE,510.0,no,no,no
8667,MT,510.0,no,no,no
8668,KY,408.0,no,yes,no
8669,SC,510.0,no,no,no
8670,WA,415.0,no,no,no
8671,OR,510.0,no,no,no
8672,AK,408.0,no,no,no
8673,GA,415.0,no,no,yes
8674,MN,415.0,no,no,no
8675,IL,415.0,no,yes,no
8676,IN,408.0,no,yes,no
8677,SC,510.0,no,yes,no
8678,VA,415.0,no,no,no
8679,WI,415.0,no,yes,no
8680,VT,510.0,no,no,no
8681,AZ,415.0,no,yes,no
8682,FL,510.0,no,no,yes
8683,AK,510.0,no,no,no
8684,AR,415.0,yes,yes,no
8685,AR,408.0,no,no,no
8686,AK,415.0,no,no,no
8687,MS,408.0,yes,no,yes
8688,ME,415.0,no,no,no
8689,CA,408.0,yes,no,no
8690,NM,408.0,no,yes,no
8691,NE,408.0,yes,yes,no
8692,SC,408.0,no,yes,no
8693,CO,408.0,yes,no,yes
8694,DE,415.0,no,no,no
8695,OH,415.0,no,yes,no
8696,MS,408.0,no,no,no
8697,OK,408.0,no,no,no
8698,CO,415.0,no,no,yes
8699,NC,415.0,no,no,no
8700,MD,415.0,no,no,no
8701,KS,415.0,no,no,no
8702,MA,415.0,no,no,no
8703,NC,415.0,no,no,no
8704,NM,408.0,no,no,no
8705,CA,415.0,yes,no,yes
8706,NY,415.0,no,no,no
8707,AZ,415.0,no,no,no
8708,SD,415.0,no,yes,no
8709,DC,415.0,no,no,no
8710,ND,408.0,no,no,no
8711,MO,415.0,yes,no,yes
8712,KS,415.0,no,no,no
8713,SD,510.0,no,no,no
8714,OK,415.0,no,no,no
8715,OR,415.0,yes,no,no
8716,IN,415.0,yes,yes,no
8717,OH,408.0,no,no,no
8718,KS,415.0,no,no,no
8719,CT,415.0,no,no,no
8720,NH,510.0,no,no,no
8721,WI,415.0,no,no,no
8722,MS,510.0,no,no,no
8723,WV,415.0,no,no,no
8724,MA,415.0,no,no,no
8725,MD,415.0,no,no,no
8726,PA,510.0,no,no,no
8727,WI,510.0,no,no,yes
8728,TN,415.0,no,yes,no
8729,TX,408.0,no,no,no
8730,OR,415.0,no,no,yes
8731,IL,510.0,no,no,no
8732,DC,415.0,no,no,yes
8733,GA,415.0,no,yes,no
8734,ID,415.0,no,no,no
8735,UT,408.0,no,yes,no
8736,KY,510.0,no,no,no
8737,OH,415.0,no,no,no
8738,WI,415.0,yes,no,no
8739,IL,415.0,no,no,no
8740,DE,510.0,no,no,yes
8741,RI,510.0,yes,no,no
8742,TX,415.0,no,no,no
8743,OR,408.0,no,no,no
8744,NV,415.0,no,no,no
8745,NE,415.0,no,no,no
8746,MS,415.0,no,no,no
8747,OR,415.0,no,no,no
8748,DE,415.0,no,no,yes
8749,DE,510.0,yes,no,yes
8750,AZ,408.0,no,no,no
8751,SD,408.0,no,yes,no
8752,NV,415.0,no,no,no
8753,NM,415.0,no,yes,no
8754,MN,510.0,no,no,no
8755,NJ,415.0,no,no,no
8756,IN,415.0,no,yes,no
8757,DC,415.0,no,yes,no
8758,MA,510.0,yes,no,no
8759,ME,415.0,no,no,no
8760,NH,415.0,no,yes,no
8761,AZ,408.0,no,no,no
8762,OR,510.0,no,no,no
8763,KS,510.0,no,no,yes
8764,NE,415.0,no,no,no
8765,MI,510.0,no,no,no
8766,SC,415.0,no,no,no
8767,PA,408.0,no,yes,no
8768,MT,510.0,no,yes,no
8769,NM,415.0,no,no,no
8770,OH,510.0,no,no,yes
8771,WY,510.0,no,no,no
8772,MI,415.0,no,no,no
8773,AR,510.0,no,yes,no
8774,FL,408.0,no,no,no
8775,AR,510.0,no,yes,no
8776,MO,510.0,no,no,no
8777,WI,408.0,yes,no,no
8778,TX,510.0,no,no,no
8779,TX,510.0,no,no,no
8780,NM,510.0,no,no,no
8781,GA,415.0,no,no,no
8782,ID,510.0,no,yes,no
8783,AL,408.0,no,no,no
8784,KS,408.0,no,yes,no
8785,SD,510.0,no,no,no
8786,LA,415.0,no,yes,no
8787,OH,408.0,no,no,yes
8788,MA,415.0,no,no,yes
8789,AZ,415.0,no,no,no
8790,KY,408.0,no,no,no
8791,DC,415.0,no,yes,no
8792,WA,415.0,no,no,no
8793,UT,415.0,no,no,no
8794,RI,408.0,no,no,no
8795,OH,415.0,no,yes,no
8796,NV,408.0,no,no,no
8797,ND,415.0,no,yes,no
8798,NV,415.0,yes,no,yes
8799,FL,510.0,no,yes,yes
8800,MD,415.0,no,no,no
8801,AZ,415.0,no,yes,no
8802,AL,510.0,no,yes,no
8803,NE,415.0,no,no,no
8804,NV,408.0,no,no,no
8805,IL,408.0,no,no,no
8806,WV,510.0,no,yes,yes
8807,MI,415.0,no,yes,no
8808,AR,510.0,no,no,no
8809,UT,510.0,no,no,no
8810,GA,510.0,no,yes,no
8811,AZ,408.0,no,no,no
8812,ID,408.0,no,no,no
8813,HI,408.0,no,no,no
8814,NV,408.0,no,no,no
8815,MD,415.0,no,no,no
8816,GA,510.0,no,no,no
8817,GA,510.0,no,no,no
8818,UT,415.0,no,yes,no
8819,MA,510.0,yes,no,no
8820,IN,415.0,no,no,no
8821,VT,510.0,no,no,no
8822,IA,415.0,no,no,no
8823,IN,415.0,no,no,no
8824,AL,415.0,yes,no,yes
8825,ME,415.0,yes,no,yes
8826,RI,415.0,no,yes,no
8827,MD,408.0,no,no,no
8828,FL,415.0,yes,no,no
8829,CA,415.0,no,yes,no
8830,AL,415.0,no,no,no
8831,ME,408.0,yes,no,yes
8832,WV,415.0,no,no,no
8833,SD,415.0,no,yes,no
8834,FL,415.0,no,yes,no
