state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,customer_id
VT,162,510.0,no,no,0.0,220.6,117.0,37.5,155.2,121.0,,186.7,89.0,8.4,10.5,11.0,2.84,1.0,no,50061076.0
AZ,83,415.0,no,yes,,,122.0,26.5,162.3,,13.8,127.6,105.0,5.74,13.1,5.0,3.54,3.0,no,303991798.0
FL,100,510.0,no,no,0.0,,63.0,18.19,,67.0,,243.1,74.0,10.94,12.8,3.0,3.46,4.0,yes,50613470.0
AK,59,510.0,no,no,,182.5,104.0,,204.7,95.0,17.4,229.9,100.0,10.35,11.3,8.0,3.05,4.0,no,32168338.0
AR,179,415.0,yes,yes,38.0,220.1,,37.42,234.3,71.0,,237.3,85.0,10.68,10.1,4.0,2.73,4.0,no,41449513.0
AR,79,408.0,no,no,0.0,152.2,112.0,25.87,177.2,132.0,15.06,,87.0,4.34,,3.0,1.43,1.0,no,306149758.0
AK,117,415.0,no,no,0.0,181.5,95.0,,205.1,88.0,17.43,,82.0,9.18,14.7,9.0,3.97,2.0,no,34775247.0
MS,64,408.0,yes,no,0.0,236.2,77.0,40.15,218.6,85.0,18.58,194.1,97.0,8.73,13.2,2.0,3.56,2.0,yes,11883170.0
ME,31,415.0,no,no,0.0,166.1,105.0,,79.3,93.0,6.74,213.7,98.0,9.62,,2.0,3.43,1.0,no,33633140.0
CA,124,408.0,yes,no,,244.6,89.0,,188.8,80.0,16.05,206.0,114.0,9.27,11.3,4.0,3.05,1.0,no,24364788.0
NM,122,408.0,no,yes,23.0,134.2,85.0,22.81,227.3,132.0,19.32,122.4,96.0,5.51,8.5,2.0,2.3,2.0,no,27786607.0
NE,37,408.0,yes,yes,39.0,,122.0,25.45,211.1,75.0,17.94,114.3,90.0,5.14,,,2.48,1.0,no,17878778.0
SC,90,408.0,no,yes,29.0,150.1,109.0,25.52,264.7,103.0,22.5,178.4,97.0,8.03,,4.0,1.57,1.0,no,16842148.0
CO,159,408.0,yes,no,,257.1,53.0,43.71,312.2,127.0,,183.0,82.0,8.24,8.8,6.0,2.38,1.0,yes,312866205.0
DE,148,415.0,no,no,0.0,124.4,83.0,21.15,179.7,81.0,,253.0,99.0,11.39,11.3,6.0,,0.0,no,21389986.0
OH,39,415.0,no,yes,36.0,141.7,121.0,24.09,232.3,113.0,19.75,222.1,131.0,9.99,12.0,5.0,3.24,1.0,no,54967138.0
MS,77,408.0,no,no,0.0,230.0,87.0,39.1,103.2,138.0,8.77,309.6,136.0,13.93,11.3,3.0,3.05,2.0,no,52157849.0
OK,194,408.0,no,no,0.0,162.3,88.0,27.59,213.7,118.0,18.16,192.1,81.0,8.64,10.9,,2.94,0.0,no,25579707.0
CO,154,415.0,no,no,,350.8,75.0,59.64,216.5,94.0,18.4,253.9,100.0,11.43,10.1,9.0,2.73,1.0,yes,12076600.0
NC,112,415.0,no,no,0.0,193.3,96.0,,264.1,123.0,,128.6,115.0,5.79,9.1,3.0,2.46,4.0,no,38460663.0
MD,45,415.0,no,no,0.0,78.2,127.0,13.29,253.4,,21.54,255.0,100.0,11.48,18.0,3.0,4.86,1.0,no,70854567.0
KS,132,415.0,no,no,,83.4,110.0,14.18,232.2,137.0,,146.7,114.0,6.6,7.6,5.0,2.05,1.0,no,3699154.0
MA,128,415.0,no,no,0.0,195.6,99.0,33.25,267.8,120.0,22.76,164.9,76.0,7.42,16.0,,4.32,0.0,no,58498510.0
NC,135,415.0,no,no,0.0,201.8,81.0,34.31,225.0,,19.13,204.4,82.0,9.2,,6.0,2.78,1.0,no,50002955.0
NM,56,408.0,no,no,0.0,197.0,110.0,33.49,222.8,102.0,18.94,,91.0,10.14,10.6,6.0,2.86,2.0,no,54544713.0
CA,151,415.0,yes,no,0.0,218.0,57.0,37.06,114.4,88.0,9.72,269.2,95.0,12.11,12.4,1.0,3.35,0.0,yes,1136894.0
NY,32,415.0,no,no,0.0,164.8,98.0,28.02,229.9,96.0,19.54,167.3,108.0,,14.8,2.0,4.0,2.0,no,31969587.0
AZ,90,415.0,no,no,0.0,179.2,77.0,,210.7,99.0,17.91,276.9,58.0,12.46,9.2,6.0,2.48,2.0,no,25742347.0
SD,87,415.0,no,yes,21.0,214.0,113.0,36.38,180.0,,15.3,134.5,82.0,6.05,10.6,5.0,2.86,0.0,no,53468211.0
DC,138,415.0,no,no,,170.5,87.0,28.99,118.2,116.0,,187.9,111.0,8.46,11.2,7.0,3.02,2.0,no,59761403.0
ND,79,408.0,no,no,0.0,205.7,123.0,34.97,214.5,108.0,18.23,226.1,106.0,10.17,6.7,18.0,1.81,1.0,no,27496215.0
MO,95,415.0,yes,no,0.0,165.5,84.0,28.14,286.2,112.0,24.33,198.9,89.0,8.95,,2.0,3.11,1.0,yes,33722968.0
KS,127,415.0,no,no,0.0,221.0,100.0,37.57,160.7,113.0,13.66,233.1,96.0,10.49,6.8,4.0,1.84,2.0,no,22648265.0
SD,137,510.0,no,no,0.0,242.1,,41.16,191.0,93.0,16.24,218.6,50.0,9.84,14.7,2.0,3.97,3.0,no,28898237.0
OK,97,415.0,no,no,,,,25.77,155.4,96.0,13.21,240.0,112.0,10.8,14.7,4.0,3.97,1.0,no,38351235.0
OR,149,415.0,yes,no,0.0,,87.0,29.95,145.0,81.0,12.33,249.5,92.0,11.23,5.7,4.0,1.54,0.0,no,22539068.0
IN,117,415.0,yes,yes,22.0,196.0,82.0,33.32,322.7,82.0,27.43,225.6,120.0,10.15,3.7,5.0,1.0,1.0,no,22240394.0
OH,84,408.0,no,no,0.0,159.5,125.0,27.12,247.1,90.0,21.0,187.9,,8.46,,4.0,1.94,2.0,no,29075967.0
KS,137,415.0,no,no,0.0,230.2,113.0,39.13,220.4,79.0,18.73,,111.0,9.21,10.7,7.0,2.89,4.0,no,59819904.0
CT,99,415.0,no,no,0.0,146.7,64.0,24.94,274.0,99.0,23.29,321.3,98.0,14.46,8.9,1.0,2.4,3.0,no,31799802.0
NH,54,510.0,no,no,0.0,210.5,,35.79,204.5,83.0,17.38,127.8,53.0,5.75,8.5,5.0,2.3,1.0,no,38365557.0
WI,85,415.0,no,no,0.0,102.0,95.0,17.34,,139.0,22.97,148.2,,6.67,,3.0,2.89,1.0,no,411377779.0
MS,150,510.0,no,no,0.0,126.0,99.0,21.42,238.5,73.0,20.27,285.1,100.0,12.83,10.2,6.0,2.75,3.0,no,63913339.0
WV,43,415.0,no,no,,168.4,125.0,28.63,243.8,89.0,,214.7,102.0,9.66,,2.0,3.0,1.0,no,67472811.0
MA,35,415.0,no,no,,105.6,129.0,17.95,258.2,129.0,21.95,213.1,77.0,9.59,8.7,3.0,,0.0,no,55921597.0
MD,98,415.0,no,no,0.0,206.5,92.0,35.11,176.2,152.0,,232.8,115.0,10.48,,5.0,3.35,5.0,no,29715695.0
PA,112,510.0,no,no,0.0,217.1,76.0,,205.2,100.0,17.44,185.7,91.0,,9.4,,2.54,2.0,no,25241167.0
WI,16,510.0,no,no,0.0,229.6,78.0,39.03,205.7,108.0,17.48,166.2,91.0,7.48,10.8,2.0,2.92,0.0,yes,15605777.0
TN,98,415.0,no,yes,22.0,278.3,89.0,47.31,93.4,143.0,7.94,107.6,42.0,4.84,9.7,5.0,2.62,0.0,no,14025712.0
TX,84,408.0,no,no,0.0,138.6,102.0,23.56,199.0,,16.92,204.1,137.0,9.18,7.8,4.0,2.11,0.0,no,14820047.0
OR,94,415.0,no,no,0.0,234.4,103.0,39.85,279.3,109.0,23.74,234.2,121.0,10.54,2.0,2.0,0.54,1.0,yes,8819591.0
IL,84,510.0,no,no,0.0,181.5,129.0,30.86,130.7,112.0,11.11,186.5,118.0,8.39,8.5,4.0,2.3,1.0,no,67325910.0
DC,66,415.0,no,no,0.0,167.3,91.0,28.44,230.0,68.0,19.55,191.7,118.0,8.63,10.6,5.0,2.86,1.0,yes,24904625.0
GA,98,415.0,no,yes,,121.0,105.0,20.57,218.9,98.0,,226.7,110.0,10.2,12.0,1.0,3.24,1.0,no,314119116.0
ID,74,415.0,no,no,0.0,221.1,124.0,37.59,110.8,94.0,,240.1,112.0,10.8,10.6,3.0,2.86,0.0,no,25568288.0
UT,96,408.0,no,yes,26.0,,108.0,24.79,192.2,89.0,,165.1,96.0,,9.9,2.0,2.67,1.0,no,70409032.0
KY,119,510.0,no,no,0.0,222.8,122.0,37.88,163.2,107.0,13.87,160.6,112.0,7.23,11.2,6.0,3.02,1.0,no,23762909.0
OH,73,415.0,no,no,0.0,183.4,80.0,31.18,242.0,115.0,20.57,201.4,,9.06,7.5,3.0,2.03,4.0,no,54602289.0
WI,92,415.0,yes,no,0.0,264.3,91.0,44.93,160.9,,13.68,198.6,73.0,8.94,9.3,5.0,,0.0,no,304206469.0
IL,21,415.0,no,no,0.0,146.0,78.0,,109.7,79.0,9.32,247.4,108.0,11.13,6.8,7.0,1.84,0.0,no,67490342.0
DE,122,510.0,no,no,0.0,157.1,134.0,,184.9,122.0,15.72,197.2,59.0,8.87,8.5,5.0,2.3,4.0,yes,25411414.0
RI,133,510.0,yes,no,0.0,127.3,108.0,21.64,251.3,81.0,21.36,135.0,88.0,6.08,10.3,,2.78,1.0,no,29720422.0
TX,145,415.0,no,no,,187.9,110.0,31.94,197.0,117.0,16.75,167.0,108.0,7.52,4.8,4.0,1.3,2.0,no,28566826.0
OR,25,408.0,no,no,0.0,178.8,90.0,30.4,141.2,72.0,12.0,203.0,99.0,9.14,,5.0,2.27,2.0,no,17720285.0
NV,64,415.0,no,no,,97.2,80.0,16.52,186.2,90.0,15.83,189.0,92.0,8.5,,6.0,2.81,2.0,no,25124819.0
NE,85,415.0,no,no,0.0,,85.0,44.17,242.3,117.0,20.6,,72.0,7.6,5.4,1.0,1.46,0.0,no,29511763.0
MS,126,415.0,no,no,0.0,256.5,112.0,43.61,199.5,90.0,16.96,188.3,122.0,,7.0,5.0,1.89,3.0,no,33069956.0
OR,76,415.0,no,no,0.0,169.5,77.0,28.82,124.0,87.0,10.54,219.4,,9.87,10.0,3.0,2.7,0.0,no,56776388.0
DE,113,415.0,no,no,0.0,239.7,47.0,40.75,282.9,110.0,24.05,238.4,88.0,10.73,8.7,,2.35,2.0,yes,55634737.0
DE,224,510.0,yes,no,0.0,171.5,99.0,29.16,160.0,103.0,13.6,212.4,102.0,,5.0,,1.35,1.0,yes,33112780.0
AZ,117,408.0,no,no,0.0,239.9,84.0,40.78,174.8,106.0,14.86,209.5,93.0,9.43,9.8,2.0,,0.0,no,51899631.0
SD,128,408.0,no,yes,34.0,142.3,73.0,24.19,194.8,,16.56,239.3,81.0,10.77,,6.0,4.32,1.0,no,32763666.0
NV,115,415.0,no,no,0.0,184.1,98.0,,327.0,73.0,,,106.0,9.56,7.5,6.0,,2.0,no,24328296.0
NM,141,415.0,no,yes,,206.9,,35.17,,126.0,,171.8,124.0,7.73,9.3,11.0,2.51,2.0,no,29645058.0
MN,51,510.0,no,no,0.0,,114.0,44.18,176.2,94.0,14.98,77.2,112.0,3.47,15.3,1.0,4.13,1.0,no,13250717.0
NJ,100,415.0,no,no,,203.8,,34.65,283.1,76.0,24.06,197.3,83.0,8.88,12.5,3.0,3.38,0.0,no,27293646.0
IN,96,415.0,no,yes,,248.8,124.0,42.3,140.3,77.0,11.93,263.6,102.0,11.86,10.3,2.0,2.78,3.0,no,23676497.0
DC,112,415.0,no,yes,16.0,,110.0,37.67,130.2,123.0,11.07,200.0,108.0,9.0,11.3,3.0,3.05,1.0,no,32215204.0
MA,129,510.0,yes,no,0.0,192.9,131.0,32.79,185.5,101.0,15.77,205.2,130.0,9.23,10.9,4.0,2.94,1.0,no,56347644.0
ME,163,415.0,no,no,0.0,122.4,129.0,,113.4,108.0,9.64,180.2,97.0,8.11,12.5,7.0,3.38,1.0,no,53575320.0
NH,67,415.0,no,yes,40.0,,65.0,17.83,216.3,93.0,18.39,217.4,128.0,9.78,9.6,9.0,2.59,1.0,no,11559952.0
AZ,140,408.0,no,no,0.0,173.2,91.0,29.44,196.8,106.0,16.73,209.3,128.0,9.42,11.2,5.0,3.02,3.0,no,22005953.0
OR,49,510.0,no,no,0.0,119.4,,20.3,273.3,92.0,23.23,214.4,153.0,9.65,12.4,7.0,3.35,2.0,no,24460693.0
KS,46,510.0,no,no,,250.3,100.0,42.55,260.6,90.0,22.15,195.0,104.0,8.78,13.3,,,2.0,yes,24070781.0
NE,148,415.0,no,no,0.0,178.3,98.0,,282.6,110.0,24.02,181.0,98.0,8.15,11.4,4.0,3.08,1.0,no,13513825.0
MI,112,510.0,no,no,0.0,,77.0,41.38,182.1,97.0,15.48,259.2,94.0,11.66,12.8,2.0,,1.0,no,47806252.0
SC,78,415.0,no,no,0.0,155.0,106.0,26.35,175.3,101.0,14.9,155.6,125.0,,,5.0,3.19,2.0,no,15538044.0
PA,61,408.0,no,yes,31.0,288.7,101.0,49.08,203.8,102.0,17.32,203.2,49.0,9.14,8.6,3.0,,0.0,no,59272948.0
MT,58,510.0,no,yes,29.0,240.4,80.0,40.87,118.9,,10.11,164.2,108.0,7.39,11.2,3.0,3.02,1.0,no,25115627.0
NM,155,415.0,no,no,0.0,190.3,,32.35,301.3,96.0,25.61,214.6,134.0,9.66,,,2.16,1.0,no,11558970.0
OH,100,510.0,no,no,0.0,278.0,76.0,47.26,176.7,74.0,15.02,219.5,126.0,9.88,8.3,4.0,2.24,0.0,yes,29518537.0
WY,113,510.0,no,no,,155.0,93.0,26.35,330.6,106.0,28.1,189.4,123.0,8.52,13.5,3.0,3.65,1.0,no,54160056.0
MI,81,415.0,no,no,0.0,153.5,,26.1,197.6,102.0,16.8,198.5,86.0,8.93,6.3,2.0,1.7,2.0,no,32130759.0
AR,135,510.0,no,yes,27.0,273.4,141.0,46.48,154.0,99.0,13.09,,112.0,11.06,12.3,6.0,3.32,1.0,no,23675507.0
FL,99,408.0,no,no,0.0,,93.0,,265.7,95.0,22.58,145.7,67.0,6.56,12.4,4.0,3.35,0.0,no,56814437.0
AR,59,510.0,no,yes,29.0,133.1,114.0,22.63,221.2,82.0,18.8,131.6,,5.92,6.8,3.0,1.84,1.0,no,15672835.0
MO,135,510.0,no,no,0.0,246.8,129.0,,187.8,121.0,15.96,154.5,109.0,,12.6,5.0,3.4,1.0,no,6843825.0
WI,85,408.0,yes,no,0.0,165.4,107.0,28.12,196.0,126.0,,349.2,110.0,15.71,9.6,7.0,2.59,2.0,no,55371850.0
TX,70,510.0,no,no,,59.5,103.0,10.12,257.2,106.0,21.86,208.3,86.0,9.37,11.1,6.0,3.0,0.0,no,22190656.0
TX,88,510.0,no,no,0.0,138.3,116.0,23.51,236.0,,20.06,179.1,110.0,8.06,9.6,4.0,2.59,3.0,no,28809325.0
NM,55,510.0,no,no,0.0,,100.0,48.74,134.4,121.0,11.42,192.9,,8.68,6.9,5.0,1.86,2.0,no,51833119.0
GA,75,415.0,no,no,0.0,117.3,114.0,19.94,201.1,61.0,,107.9,82.0,4.86,12.2,3.0,3.29,1.0,no,40335291.0
ID,79,510.0,no,yes,21.0,264.3,79.0,44.93,202.8,118.0,,173.4,92.0,7.8,6.3,3.0,1.7,4.0,no,14718225.0
AL,85,408.0,no,no,,127.9,107.0,21.74,271.2,124.0,,202.2,76.0,9.1,12.5,5.0,3.38,0.0,no,68535814.0
KS,86,408.0,no,yes,23.0,225.5,,38.34,246.3,105.0,20.94,245.7,81.0,11.06,9.8,2.0,2.65,0.0,no,13887757.0
SD,91,510.0,no,no,0.0,149.0,115.0,25.33,245.3,,,260.0,94.0,11.7,8.3,3.0,2.24,0.0,no,58350323.0
LA,149,415.0,no,yes,20.0,198.9,77.0,33.81,274.0,88.0,,190.7,76.0,8.58,14.3,9.0,3.86,1.0,no,304759608.0
OH,97,408.0,no,no,0.0,256.4,,43.59,273.9,100.0,23.28,222.7,101.0,10.02,11.1,1.0,3.0,1.0,yes,27838341.0
MA,88,415.0,no,no,0.0,264.8,124.0,45.02,245.4,112.0,20.86,160.5,115.0,7.22,,2.0,4.0,1.0,yes,29347192.0
AZ,60,415.0,no,no,,98.2,88.0,,180.5,69.0,15.34,223.6,69.0,10.06,9.3,2.0,2.51,2.0,no,25359605.0
KY,54,408.0,no,no,0.0,159.8,99.0,27.17,,64.0,22.44,115.7,70.0,5.21,9.7,7.0,2.62,2.0,no,25546482.0
DC,11,415.0,no,yes,28.0,190.6,86.0,32.4,220.1,122.0,18.71,,80.0,8.11,6.0,3.0,1.62,3.0,no,15735418.0
WA,109,415.0,no,no,0.0,184.0,120.0,31.28,,,10.23,153.7,86.0,6.92,11.0,3.0,2.97,0.0,no,24294308.0
UT,90,415.0,no,no,0.0,261.8,128.0,44.51,,,18.75,136.6,91.0,6.15,9.6,5.0,2.59,1.0,no,54860200.0
RI,115,408.0,no,no,0.0,,109.0,25.14,228.4,117.0,19.41,299.7,90.0,13.49,,9.0,2.59,3.0,no,36166528.0
OH,144,415.0,no,yes,18.0,106.4,109.0,18.09,108.1,113.0,9.19,208.4,111.0,9.38,10.1,5.0,2.73,1.0,no,34364091.0
NV,91,408.0,no,no,0.0,133.7,75.0,,195.3,87.0,16.6,280.5,89.0,12.62,,2.0,1.59,0.0,no,306948266.0
ND,105,415.0,no,yes,23.0,193.5,85.0,,220.2,90.0,18.72,272.4,111.0,12.26,,5.0,2.3,0.0,no,33261231.0
NV,71,415.0,yes,no,0.0,178.2,113.0,30.29,167.8,,14.26,182.1,111.0,8.19,13.6,3.0,3.67,3.0,yes,25407586.0
FL,132,510.0,no,yes,36.0,226.2,103.0,38.45,181.6,125.0,15.44,258.8,102.0,11.65,,5.0,2.84,3.0,yes,12488805.0
MD,112,415.0,no,no,0.0,170.4,103.0,28.97,200.2,71.0,17.02,,100.0,11.62,11.6,4.0,3.13,1.0,no,58793944.0
AZ,86,415.0,no,yes,32.0,70.9,163.0,12.05,166.7,121.0,14.17,244.9,105.0,11.02,11.1,5.0,3.0,3.0,no,33404138.0
AL,41,510.0,no,yes,34.0,194.4,63.0,33.05,254.9,110.0,21.67,160.2,,7.21,17.2,9.0,4.64,2.0,no,33853169.0
NE,44,415.0,no,no,0.0,240.3,,40.85,164.6,83.0,13.99,240.7,106.0,10.83,10.6,2.0,2.86,1.0,no,51549830.0
NV,78,408.0,no,no,0.0,75.0,116.0,12.75,248.7,87.0,21.14,176.0,83.0,7.92,9.5,6.0,,3.0,no,25685413.0
IL,149,408.0,no,no,0.0,69.1,117.0,11.75,,100.0,,181.7,53.0,8.18,6.3,3.0,1.7,1.0,no,15467749.0
WV,72,510.0,no,yes,,96.6,59.0,16.42,315.4,98.0,,163.3,117.0,,,4.0,1.67,4.0,yes,304238629.0
MI,139,415.0,no,yes,20.0,214.6,101.0,36.48,235.1,132.0,19.98,162.8,132.0,7.33,14.8,12.0,4.0,0.0,no,28536282.0
AR,74,510.0,no,no,,148.5,111.0,25.25,146.5,42.0,12.45,289.2,83.0,13.01,9.9,6.0,2.67,3.0,no,35752369.0
UT,50,510.0,no,no,0.0,258.1,106.0,43.88,161.4,106.0,,225.1,110.0,10.13,11.7,5.0,3.16,1.0,no,55664692.0
GA,141,510.0,no,yes,23.0,149.7,,,,118.0,13.81,220.3,115.0,9.91,7.6,2.0,2.05,3.0,no,38232617.0
AZ,140,408.0,no,no,0.0,149.8,134.0,25.47,164.4,98.0,13.97,294.7,124.0,13.26,8.1,2.0,2.19,1.0,no,27450238.0
ID,99,408.0,no,no,,190.4,,32.37,158.1,107.0,13.44,,92.0,12.22,,,3.02,2.0,no,24460099.0
HI,166,408.0,no,no,,181.4,,30.84,253.8,54.0,,112.3,94.0,5.05,11.6,6.0,3.13,1.0,no,23317894.0
NV,124,408.0,no,no,0.0,151.1,123.0,25.69,187.4,104.0,,255.4,93.0,11.49,5.3,3.0,1.43,1.0,no,29425709.0
MD,74,415.0,no,no,0.0,155.7,116.0,26.47,173.7,63.0,14.76,257.4,97.0,11.58,8.1,4.0,2.19,0.0,no,53933537.0
GA,117,510.0,no,no,0.0,149.9,95.0,25.48,,110.0,21.77,212.7,92.0,9.57,,13.0,3.59,2.0,no,59767442.0
GA,85,510.0,no,no,0.0,222.3,132.0,37.79,231.5,101.0,19.68,223.5,75.0,10.06,11.0,2.0,2.97,3.0,no,23807142.0
UT,36,415.0,no,yes,16.0,149.4,111.0,25.4,131.8,113.0,11.2,132.7,87.0,5.97,6.7,2.0,1.81,0.0,no,54625280.0
MA,102,510.0,yes,no,0.0,233.8,,39.75,,,18.84,146.9,106.0,6.61,12.8,3.0,3.46,0.0,no,41320573.0
IN,76,415.0,no,no,0.0,204.2,100.0,,292.6,,24.87,244.3,105.0,10.99,10.5,2.0,2.84,0.0,no,52171527.0
VT,165,510.0,no,no,0.0,242.9,126.0,41.29,209.8,65.0,17.83,228.4,126.0,10.28,,0.0,0.0,1.0,no,12804183.0
IA,130,415.0,no,no,0.0,150.4,119.0,25.57,230.5,99.0,19.59,186.3,76.0,8.38,12.3,,3.32,1.0,no,23573637.0
IN,78,415.0,no,no,0.0,208.9,119.0,35.51,252.4,132.0,,280.2,120.0,12.61,12.8,7.0,3.46,0.0,no,5545165.0
AL,55,415.0,yes,no,0.0,191.9,91.0,,256.1,110.0,21.77,203.7,,9.17,14.3,6.0,3.86,1.0,yes,32380081.0
ME,92,415.0,yes,no,0.0,130.7,113.0,22.22,260.6,122.0,,244.2,98.0,10.99,9.4,2.0,2.54,2.0,yes,62300058.0
RI,129,415.0,no,yes,33.0,119.6,104.0,20.33,278.7,88.0,23.69,263.4,175.0,11.85,5.9,2.0,1.59,2.0,no,37685674.0
MD,18,408.0,no,no,0.0,,93.0,46.51,114.6,,9.74,250.6,120.0,11.28,8.2,4.0,2.21,1.0,no,52337805.0
FL,161,415.0,yes,no,0.0,156.1,114.0,26.54,180.3,63.0,15.33,179.6,115.0,8.08,11.1,9.0,3.0,2.0,no,33186248.0
CA,93,415.0,no,yes,,,134.0,,178.6,102.0,15.18,126.8,82.0,,8.0,4.0,2.16,2.0,no,69906964.0
AL,144,415.0,no,no,0.0,177.5,93.0,30.18,287.4,75.0,24.43,180.5,118.0,8.12,11.9,3.0,3.21,2.0,no,28797165.0
ME,75,408.0,yes,no,0.0,211.3,,35.92,105.6,119.0,8.98,175.9,63.0,7.92,9.7,4.0,2.62,4.0,yes,57824724.0
WV,95,415.0,no,no,0.0,175.2,91.0,29.78,244.4,109.0,20.77,75.8,95.0,3.41,7.5,2.0,2.03,1.0,no,32003329.0
SD,126,415.0,no,yes,23.0,114.3,102.0,19.43,190.3,103.0,16.18,240.4,111.0,,12.6,7.0,,3.0,no,11940764.0
FL,124,415.0,no,yes,28.0,251.4,104.0,,,,19.13,251.9,121.0,11.34,7.5,5.0,2.03,1.0,no,25482522.0
MI,93,415.0,yes,no,0.0,216.9,61.0,36.87,207.4,120.0,17.63,,110.0,9.98,17.5,5.0,4.73,1.0,yes,57326225.0
MI,109,415.0,yes,yes,,217.2,,36.92,145.5,111.0,12.37,280.7,76.0,12.63,9.3,3.0,2.51,0.0,no,31832728.0
NM,80,510.0,no,no,0.0,206.3,,,154.9,98.0,13.17,263.6,82.0,11.86,12.4,12.0,3.35,0.0,no,55669436.0
AK,41,415.0,no,no,0.0,159.3,66.0,27.08,125.9,75.0,,261.9,76.0,11.79,11.1,5.0,3.0,1.0,no,59680363.0
OH,136,415.0,no,yes,31.0,,88.0,24.33,236.6,65.0,20.11,227.8,,10.25,,5.0,3.08,2.0,no,24009128.0
MO,92,415.0,no,no,0.0,154.0,122.0,26.18,329.8,88.0,28.03,288.0,117.0,,5.6,2.0,1.51,3.0,yes,33465394.0
KS,143,408.0,no,yes,24.0,186.6,69.0,31.72,,116.0,18.87,234.9,138.0,10.57,11.6,5.0,3.13,1.0,no,6433015.0
MS,118,415.0,no,yes,26.0,170.8,114.0,29.04,199.5,125.0,,169.7,98.0,7.64,9.6,,2.59,5.0,yes,27296045.0
VT,193,408.0,no,yes,,124.0,102.0,21.08,202.9,81.0,,205.1,129.0,9.23,12.3,3.0,3.32,1.0,no,52867744.0
NE,73,415.0,no,no,0.0,198.3,94.0,33.71,279.3,101.0,23.74,146.2,87.0,6.58,14.8,8.0,4.0,3.0,no,3591435.0
VA,62,408.0,no,no,0.0,172.8,101.0,29.38,204.8,,17.41,240.8,90.0,10.84,,8.0,2.46,2.0,no,32779688.0
DE,30,415.0,no,yes,30.0,217.4,74.0,36.96,213.8,86.0,,227.2,104.0,10.22,6.6,3.0,,0.0,no,50684711.0
AL,60,408.0,yes,yes,29.0,265.9,113.0,45.2,215.8,,18.34,,82.0,4.86,14.0,12.0,3.78,0.0,yes,53332284.0
ID,148,510.0,no,yes,,93.6,137.0,15.91,193.8,72.0,16.47,144.9,84.0,6.52,17.5,5.0,4.73,1.0,no,1043249.0
MS,96,510.0,no,no,0.0,98.2,100.0,16.69,307.2,88.0,26.11,182.5,120.0,8.21,7.6,1.0,2.05,2.0,no,8838112.0
OK,52,408.0,no,no,0.0,214.7,,36.5,158.6,138.0,13.48,123.4,114.0,5.55,9.4,4.0,2.54,2.0,no,22469118.0
NM,87,415.0,no,no,,168.2,92.0,28.59,,100.0,19.1,,99.0,7.63,12.9,,3.48,1.0,no,33731605.0
WI,41,408.0,no,no,,202.9,97.0,34.49,153.8,104.0,13.07,113.5,92.0,5.11,9.0,3.0,2.43,3.0,no,16445488.0
WV,112,415.0,no,no,0.0,261.4,108.0,44.44,154.5,102.0,13.13,130.9,90.0,5.89,11.6,2.0,3.13,1.0,no,57405656.0
SC,88,510.0,no,no,0.0,,,12.46,161.4,82.0,13.72,239.6,76.0,,8.2,3.0,2.21,4.0,yes,41137779.0
KY,122,408.0,no,yes,27.0,253.7,,43.13,229.2,109.0,19.48,190.5,123.0,8.57,9.2,,2.48,7.0,no,106583.0
MO,61,408.0,no,no,0.0,45.0,108.0,7.65,151.3,74.0,12.86,152.9,94.0,6.88,9.8,6.0,2.65,2.0,no,23535503.0
IL,87,510.0,no,no,0.0,231.3,105.0,,171.7,108.0,14.59,67.7,136.0,3.05,13.0,6.0,3.51,1.0,no,25131756.0
OK,176,408.0,no,no,0.0,47.4,125.0,,,90.0,14.26,163.1,107.0,7.34,10.5,8.0,2.84,2.0,no,27322833.0
MI,30,510.0,no,no,0.0,227.4,88.0,,182.5,100.0,,191.7,134.0,8.63,12.5,3.0,3.38,0.0,no,10967545.0
NJ,95,415.0,no,yes,,40.9,126.0,6.95,133.4,90.0,,264.2,91.0,11.89,,,3.21,0.0,no,23699390.0
ID,46,415.0,no,no,0.0,124.8,133.0,,157.3,143.0,13.37,199.3,,8.97,8.6,4.0,2.32,2.0,no,28119832.0
DC,100,510.0,yes,no,0.0,68.5,110.0,11.65,337.1,115.0,,205.2,,9.23,12.1,9.0,3.27,0.0,no,23560261.0
NY,47,415.0,no,yes,37.0,163.5,77.0,27.8,203.1,102.0,17.26,232.0,87.0,10.44,,4.0,2.11,2.0,no,3608965.0
AL,77,415.0,no,no,0.0,163.0,112.0,27.71,219.1,89.0,18.62,233.4,66.0,10.5,6.7,3.0,1.81,2.0,no,3314366.0
OR,98,415.0,no,yes,38.0,213.7,61.0,36.33,253.0,104.0,21.51,207.7,73.0,9.35,10.7,5.0,2.89,2.0,no,25142449.0
OK,125,415.0,no,yes,36.0,201.3,117.0,34.22,42.2,,3.59,125.7,104.0,5.66,5.4,3.0,1.46,1.0,no,33495854.0
LA,67,510.0,no,no,,310.4,97.0,52.77,66.5,123.0,5.65,246.5,99.0,11.09,9.2,10.0,2.48,4.0,no,11092830.0
