movie_display_name,movie_production_year,movie_odid,movie_financial_summary_production_budget,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,production_date_year,movie_creative_type_display_name,movie_source_display_name,movie_production_method_display_name,movie_genre_display_name,movie_sequel,movie_running_time,Description
"The Santa Clause 2",2002,2220100,65000000,139225854,33600000,2002-01-01,"Kids Fiction","Original Screenplay","Live Action",Comedy,1,105,NULL
Spy!,2015,199830100,65000000,110825712,122300000,2015-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,115,NULL
"Resident Evil: Retribution",2012,158870100,65000000,42345531,196595466,2012-01-01,"Science Fiction","Based on Game","Live Action",Action,1,95,NULL
""I",0,2012,169110100,65000000,19075290,55500000,2012-01-01,Fantasy,"Based on Comic/Graphic Novel","Live Action",0,0,NULL
"Ice Age",2002,1320100,65000000,176387405,209728938,2002-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,81,NULL
Zathura,2005,19770100,65000000,28045540,30500000,2005-01-01,Fantasy,"Based on Fiction Book/Short Story","Animation/Live Action",Adventure,1,95,NULL
"Step Brothers",2008,4290100,65000000,100468793,28000000,2008-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,95,NULL
Focus,2015,204290100,65000000,53862963,100500000,2015-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,105,NULL
"Red Dawn",2010,114370100,65000000,44806783,3357367,2010-01-01,"Contemporary Fiction",Remake,"Live Action",Action,0,93,NULL
"Need for Speed",2014,178540100,66000000,43568507,150601112,2014-01-01,"Contemporary Fiction","Based on Game","Live Action",Action,0,130,NULL
"Abraham Lincoln: Vampire Hunter",2011,141130100,67500000,37519139,99970591,2011-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Horror,0,105,NULL
"Doctor Seuss' The Lorax",2011,139560100,67500000,214030500,136946253,2011-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Digital Animation",Adventure,0,101,NULL
"Body of Lies",2008,14240100,67500000,39394666,69000000,2008-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,128,NULL
"The Sum of All Fears",2002,3170100,68000000,118471320,75028680,2002-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Action,0,124,NULL
"The Twilight Saga: Eclipse",2010,109670100,68000000,300531751,405571077,2010-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Drama,1,124,NULL
"Ted 2",2015,196200100,68000000,81284830,135215353,2015-01-01,Fantasy,"Original Screenplay","Live Action",Comedy,1,115,NULL
"Hall Pass",2010,145070100,68000000,45060734,42112741,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,106,NULL
Dreamcatcher,2003,16800100,68000000,33685268,42000000,2003-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,133,NULL
"The Score",2001,6910100,68000000,71069884,42472207,2001-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,124,NULL
"Despicable Me",2010,107900100,69000000,251513985,291981048,2010-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Comedy,0,95,NULL
"Dinner for Schmucks",2010,115110100,69000000,73026337,13770165,2010-01-01,"Contemporary Fiction",Remake,"Live Action",Comedy,0,114,NULL
xXx,2002,2050100,70000000,141715000,125270000,2002-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,124,NULL
"Vanilla Sky",2001,4250100,70000000,100614858,102111747,2001-01-01,"Contemporary Fiction",Remake,"Live Action",Thriller/Suspense,0,130,NULL
"War Horse",2011,143640100,70000000,79883359,76932170,2011-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,146,NULL
"Inglourious Basterds",2009,3500100,70000000,120774594,196140670,2009-01-01,"Historical Fiction","Original Screenplay","Live Action",Action,0,152,NULL
"The Legend of Hercules",2013,187550100,70000000,18848538,42553907,2013-01-01,Fantasy,"Based on Folk Tale/Legend/Fairytale","Live Action",Adventure,0,98,NULL
Cars,2006,560100,70000000,244082982,217568264,2006-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Comedy,0,116,NULL
"Wall Street 2: Money Never Sleeps",2010,124670100,70000000,52474616,84957003,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,1,127,NULL
"Battle: Los Angeles",2010,129190100,70000000,83552429,129911547,2010-01-01,"Science Fiction","Original Screenplay","Live Action",Action,0,116,NULL
"Sky Captain and the World of Tomorrow",2004,14990100,70000000,37760080,11970774,2004-01-01,"Science Fiction","Original Screenplay","Animation/Live Action",Adventure,0,107,NULL
S.W.A.T.,2003,3250100,70000000,116877597,90277151,2003-01-01,"Contemporary Fiction","Based on TV","Live Action",Action,0,111,NULL
Blackhat,2014,200580100,70000000,7889395,11646081,2014-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,133,NULL
"Shrek 2",2004,40100,70000000,436471036,495781885,2004-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Digital Animation",Adventure,1,92,NULL
"Escape Plan",2012,143400100,70000000,25135965,78600000,2012-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,115,NULL
"Olympus Has Fallen",2013,183690100,70000000,98927592,51634572,2013-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,120,NULL
Stardust,2007,14500100,70000000,38373235,98387307,2007-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Adventure,0,128,NULL
"I Spy",2002,16870100,70000000,33561137,26718685,2002-01-01,"Contemporary Fiction","Based on TV","Live Action",Action,0,92,NULL
"Underworld: Awakening",2011,129120100,70000000,62321039,98058891,2011-01-01,Fantasy,"Original Screenplay","Live Action",Action,1,89,NULL
"We Were Soldiers",2002,6060100,70000000,78120196,36538066,2002-01-01,Dramatization,"Based on Fiction Book/Short Story","Live Action",Drama,0,139,NULL
"The Dilemma",2010,151140100,70000000,48475290,22071575,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,110,NULL
"The Finest Hours",2016,218740100,70000000,27569558,20627694,2016-01-01,Dramatization,"Based on Real Life Events","Live Action",Thriller/Suspense,0,116,NULL
"Legends of Oz: Dorothy’s Return",2013,142920100,70000000,8462347,11645586,2013-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Digital Animation",Adventure,0,88,NULL
"The Monuments Men",2013,185260100,70000000,78031620,80671128,2013-01-01,"Historical Fiction","Based on Factual Book/Article","Live Action",Drama,0,118,NULL
"Killer Elite",2011,145620100,70000000,25124986,40284060,2011-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Action,0,105,NULL
"Dracula Untold",2014,142980100,70000000,55991880,160830062,2014-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Action,0,92,NULL
"Rock of Ages",2011,144870100,70000000,38518613,22513319,2011-01-01,"Contemporary Fiction","Based on Musical or Opera","Live Action",Musical,0,123,NULL
"Alvin and the Chipmunks: The Squeakquel",2009,133160100,70000000,219614612,223868601,2009-01-01,"Kids Fiction","Based on TV","Animation/Live Action",Comedy,1,89,NULL
Signs,2002,660100,70702619,227965690,180300000,2002-01-01,"Science Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,106,NULL
"The Village",2004,3370100,71682975,114197520,143444114,2004-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,109,NULL
"The Majestic",2001,19880100,72000000,27796042,9510292,2001-01-01,"Historical Fiction","Original Screenplay","Live Action",Drama,0,152,NULL
"Doctor Dolittle 2",2001,3430100,72000000,112950721,63151000,2001-01-01,"Kids Fiction",Remake,"Live Action",Comedy,1,87,NULL
Jarhead,2005,8280100,72000000,62647540,34300000,2005-01-01,Dramatization,"Based on Fiction Book/Short Story","Live Action",Drama,0,122,NULL
"Funny People",2009,10450100,72500000,51855045,20025260,2009-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,146,NULL
"The Kingdom",2007,11690100,72500000,47467250,39042352,2007-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,111,NULL
"The Simpsons Movie",2007,1140100,72500000,183135014,343936008,2007-01-01,"Contemporary Fiction","Based on TV","Digital Animation",Comedy,0,86,NULL
"Talladega Nights: The Ballad of Ricky Bobby",2006,1870100,73000000,148213377,14657148,2006-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,104,NULL
"The SpongeBob Movie: Sponge Out of Water",2014,173390100,74000000,162994032,148600000,2014-01-01,"Kids Fiction","Based on TV","Animation/Live Action",Comedy,0,93,NULL
Minions,2014,180630100,74000000,336045770,827576432,2014-01-01,"Kids Fiction",Spin-Off,"Digital Animation",Comedy,0,91,NULL
"Hollywood Homicide",2003,18660100,75000000,30207785,20201968,2003-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,115,NULL
"Monster House",2006,6580100,75000000,73661010,67606360,2006-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,91,NULL
"Tears of the Sun",2003,12720100,75000000,43632458,42000000,2003-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,109,NULL
Madagascar,2005,1020100,75000000,193166575,362964045,2005-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,86,NULL
Dreamgirls,2006,3960100,75000000,103365956,51600000,2006-01-01,"Historical Fiction","Based on Musical or Opera","Live Action",Musical,0,130,NULL
"Flight of the Phoenix",2004,24420100,75000000,21009180,13000000,2004-01-01,"Historical Fiction",Remake,"Live Action",Adventure,0,113,NULL
"Charlie Wilson's War",2007,7580100,75000000,66661095,52851676,2007-01-01,Dramatization,"Based on Factual Book/Article","Live Action",Drama,0,97,NULL
"Grown Ups",2010,115100100,75000000,162001186,110222244,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,102,NULL
"Lady in the Water",2006,13140100,75000000,42285169,30500000,2006-01-01,Fantasy,"Original Screenplay","Live Action",Drama,0,110,NULL
Hairspray,2007,3130100,75000000,118871849,84000000,2007-01-01,"Historical Fiction",Remake,"Live Action",Musical,0,115,NULL
Immortals,2011,139580100,75000000,83504017,128058418,2011-01-01,Fantasy,"Based on Folk Tale/Legend/Fairytale","Live Action",Action,0,110,NULL
"Now You See Me",2013,169360100,75000000,117723989,234000000,2013-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,116,NULL
Killers,2009,109100100,75000000,47059963,48512786,2009-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,100,NULL
"Shark Tale",2004,1630100,75000000,161412000,210505043,2004-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,90,NULL
"Hotel for Dogs",2009,6630100,75000000,73034460,45196303,2009-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Live Action",Comedy,0,100,NULL
"Ice Age: The Meltdown",2006,1000100,75000000,195330621,456568661,2006-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,1,91,NULL
"Sucker Punch",2011,109460100,75000000,36392502,53365887,2011-01-01,Fantasy,"Original Screenplay","Live Action",Action,0,110,NULL
Spanglish,2004,13210100,75000000,42044321,12300000,2004-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,133,NULL
"The Man From U.N.C.L.E.",2015,204270100,75000000,45445109,60000000,2015-01-01,"Historical Fiction","Based on TV","Live Action",Action,0,106,NULL
Wanted,2008,2400100,75000000,134327125,207907909,2008-01-01,"Science Fiction","Based on Comic/Graphic Novel","Live Action",Action,0,110,NULL
"The Terminal",2004,6150100,75000000,77073959,141600000,2004-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,128,NULL
"50 First Dates",2004,2990100,75000000,120776832,75547664,2004-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,96,NULL
Munich,2005,11720100,75000000,47379090,84113682,2005-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,164,NULL
"Children of Men",2006,15960100,76000000,35327768,34301012,2006-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,109,NULL
"Despicable Me 2",2013,163140100,76000000,368065385,606808379,2013-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Comedy,1,98,NULL
"2 Fast 2 Furious",2003,129840100,76000000,127120058,109290549,2003-01-01,"Contemporary Fiction","Based on Factual Book/Article","Live Action",Action,1,107,NULL
"A Beautiful Mind",2001,1440100,78000000,170708996,146959062,2001-01-01,Dramatization,"Based on Factual Book/Article","Live Action",Drama,0,134,NULL
"Exorcist: The Beginning",2004,13320100,78000000,41814863,2142678,2004-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Horror,1,114,NULL
"The League of Extraordinary Gentlemen",2003,7620100,78000000,66465204,112800000,2003-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Adventure,0,110,NULL
"Cloudy with a Chance of Meatballs 2",2013,173870100,78000000,119793567,154599082,2013-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Digital Animation",Adventure,1,95,NULL
"Red Dragon",2002,4710100,78000000,92955420,113500000,2002-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,124,NULL
"Jack and Jill",2011,143860100,79000000,74158157,76361060,2011-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,90,NULL
"Journey 2: The Mysterious Island",2011,161720100,79000000,103860290,214285872,2011-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Adventure,1,52,NULL
"Over the Hedge",2006,1730100,80000000,155019340,188377907,2006-01-01,"Kids Fiction","Based on Comic/Graphic Novel","Digital Animation",Comedy,0,84,NULL
"Bedtime Stories",2008,3590100,80000000,110101975,111366960,2008-01-01,Fantasy,"Original Screenplay","Live Action",Comedy,0,99,NULL
Fury,2014,190910100,80000000,85755593,126000000,2014-01-01,"Historical Fiction","Original Screenplay","Live Action",Drama,0,134,NULL
"The Wild",2006,15160100,80000000,37384046,61626621,2006-01-01,"Contemporary Fiction","Original Screenplay","Digital Animation",Adventure,0,82,NULL
"The Invasion",2007,30170100,80000000,15074191,25072851,2007-01-01,"Science Fiction",Remake,"Live Action",Thriller/Suspense,0,99,NULL
"Four Christmases",2008,3040100,80000000,120146040,48165518,2008-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,88,NULL
"Alvin and the Chipmunks: Chipwrecked",2011,150770100,80000000,133107389,215981134,2011-01-01,"Kids Fiction","Based on TV","Animation/Live Action",Comedy,1,87,NULL
Pompeii,2012,115430100,80000000,23169033,85300000,2012-01-01,"Historical Fiction","Original Screenplay","Live Action",Drama,0,102,NULL
"Yogi Bear",2010,129110100,80000000,100246011,104528679,2010-01-01,"Kids Fiction","Based on TV","Animation/Live Action",Adventure,0,80,NULL
"Eagle Eye",2008,4130100,80000000,101440743,76625826,2008-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,117,NULL
"The Legend of Zorro",2005,12190100,80000000,45356386,95900000,2005-01-01,"Historical Fiction",Remake,"Live Action",Adventure,1,126,NULL
Swordfish,2001,7170100,80000000,69772969,77307444,2001-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,97,NULL
"Just Go With It",2010,143830100,80000000,103028109,111946844,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,115,NULL
Zookeeper,2010,110870100,80000000,80360866,90444659,2010-01-01,Fantasy,"Original Screenplay","Animation/Live Action","Romantic Comedy",0,101,NULL
"Hotel Transylvania 2",2015,184100100,80000000,169700110,299684361,2015-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Comedy,1,89,NULL
Nine,2009,116330100,80000000,19676965,33831893,2009-01-01,"Contemporary Fiction","Based on Musical or Opera","Live Action",Musical,0,118,NULL
"The Road to Perdition",2002,3940100,80000000,104054514,79300000,2002-01-01,"Historical Fiction","Based on Comic/Graphic Novel","Live Action",Drama,0,116,NULL
Bewitched,2005,8180100,80000000,62252415,67846147,2005-01-01,Fantasy,"Based on TV","Live Action",Comedy,0,98,NULL
Robots,2005,2630100,80000000,128200012,132500000,2005-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,90,NULL
"The Brothers Grimm",2005,14890100,80000000,37899638,67400000,2005-01-01,Fantasy,"Original Screenplay","Live Action",Adventure,0,120,NULL
"Grown Ups 2",2012,172360100,80000000,133668525,113355283,2012-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,1,100,NULL
"Cold Mountain",2003,4520100,80000000,95632614,69541295,2003-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,147,NULL
"The Book of Eli",2010,121730100,80000000,94835059,63915758,2010-01-01,"Science Fiction","Original Screenplay","Live Action",Action,0,118,NULL
"The Hangover Part II",2011,111140100,80000000,254464305,332000000,2011-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,1,102,NULL
